cancer_site,sex,period,age,HSCT,prevalence
Gallbladder And Other Biliary Cancer,All,25-year,55-64,Southern HSCT,6
Gallbladder And Other Biliary Cancer,All,25-year,55-64,Western HSCT,3
Gallbladder And Other Biliary Cancer,All,25-year,65-74,Belfast HSCT,11
Gallbladder And Other Biliary Cancer,All,25-year,65-74,Northern HSCT,12
Gallbladder And Other Biliary Cancer,All,25-year,65-74,South Eastern HSCT,13
Gallbladder And Other Biliary Cancer,All,25-year,65-74,Southern HSCT,15
Gallbladder And Other Biliary Cancer,All,25-year,65-74,Western HSCT,8
Gallbladder And Other Biliary Cancer,All,25-year,75+,Belfast HSCT,17
Gallbladder And Other Biliary Cancer,All,25-year,75+,Northern HSCT,18
Gallbladder And Other Biliary Cancer,All,25-year,75+,South Eastern HSCT,19
Gallbladder And Other Biliary Cancer,All,25-year,75+,Southern HSCT,22
Gallbladder And Other Biliary Cancer,All,25-year,75+,Western HSCT,11
Kidney Cancer,All,25-year,0-54,Belfast HSCT,71
Kidney Cancer,All,25-year,0-54,Northern HSCT,105
Kidney Cancer,All,25-year,0-54,South Eastern HSCT,77
Kidney Cancer,All,25-year,0-54,Southern HSCT,73
Kidney Cancer,All,25-year,0-54,Western HSCT,61
Kidney Cancer,All,25-year,55-64,Belfast HSCT,92
Kidney Cancer,All,25-year,55-64,Northern HSCT,136
Kidney Cancer,All,25-year,55-64,South Eastern HSCT,100
Kidney Cancer,All,25-year,55-64,Southern HSCT,95
Kidney Cancer,All,25-year,55-64,Western HSCT,80
Kidney Cancer,All,25-year,65-74,Belfast HSCT,135
Kidney Cancer,All,25-year,65-74,Northern HSCT,200
Kidney Cancer,All,25-year,65-74,South Eastern HSCT,147
Kidney Cancer,All,25-year,65-74,Southern HSCT,140
Kidney Cancer,All,25-year,65-74,Western HSCT,117
Kidney Cancer,All,25-year,75+,Belfast HSCT,155
Kidney Cancer,All,25-year,75+,Northern HSCT,230
Kidney Cancer,All,25-year,75+,South Eastern HSCT,170
Kidney Cancer,All,25-year,75+,Southern HSCT,161
Kidney Cancer,All,25-year,75+,Western HSCT,135
Liver Cancer,All,25-year,0-54,Belfast HSCT,10
Liver Cancer,All,25-year,0-54,Northern HSCT,9
Liver Cancer,All,25-year,0-54,South Eastern HSCT,9
Liver Cancer,All,25-year,0-54,Southern HSCT,7
Liver Cancer,All,25-year,0-54,Western HSCT,6
Liver Cancer,All,25-year,55-64,Belfast HSCT,12
Liver Cancer,All,25-year,55-64,Northern HSCT,11
Liver Cancer,All,25-year,55-64,South Eastern HSCT,11
Liver Cancer,All,25-year,55-64,Southern HSCT,8
Liver Cancer,All,25-year,55-64,Western HSCT,7
Liver Cancer,All,25-year,65-74,Belfast HSCT,27
Liver Cancer,All,25-year,65-74,Northern HSCT,25
Liver Cancer,All,25-year,65-74,South Eastern HSCT,25
Liver Cancer,All,25-year,65-74,Southern HSCT,18
Liver Cancer,All,25-year,65-74,Western HSCT,17
Liver Cancer,All,25-year,75+,Belfast HSCT,26
Liver Cancer,All,25-year,75+,Northern HSCT,25
Liver Cancer,All,25-year,75+,South Eastern HSCT,25
Liver Cancer,All,25-year,75+,Southern HSCT,18
Liver Cancer,All,25-year,75+,Western HSCT,16
Lung Cancer,All,25-year,0-54,Belfast HSCT,35
Lung Cancer,All,25-year,0-54,Northern HSCT,41
Lung Cancer,All,25-year,0-54,South Eastern HSCT,30
Lung Cancer,All,25-year,0-54,Southern HSCT,31
Lung Cancer,All,25-year,0-54,Western HSCT,30
Lung Cancer,All,25-year,55-64,Belfast HSCT,92
Lung Cancer,All,25-year,55-64,Northern HSCT,113
Lung Cancer,All,25-year,55-64,South Eastern HSCT,81
Lung Cancer,All,25-year,55-64,Southern HSCT,86
Lung Cancer,All,25-year,55-64,Western HSCT,82
Lung Cancer,All,25-year,65-74,Belfast HSCT,212
Lung Cancer,All,25-year,65-74,Northern HSCT,254
Lung Cancer,All,25-year,65-74,South Eastern HSCT,183
Lung Cancer,All,25-year,65-74,Southern HSCT,192
Lung Cancer,All,25-year,65-74,Western HSCT,184
Lung Cancer,All,25-year,75+,Belfast HSCT,247
Lung Cancer,All,25-year,75+,Northern HSCT,300
Lung Cancer,All,25-year,75+,South Eastern HSCT,215
Lung Cancer,All,25-year,75+,Southern HSCT,229
Lung Cancer,All,25-year,75+,Western HSCT,218
Male Breast Cancer,All,25-year,0-54,Belfast HSCT,2
Male Breast Cancer,All,25-year,0-54,Northern HSCT,2
Male Breast Cancer,All,25-year,0-54,South Eastern HSCT,3
Male Breast Cancer,All,25-year,0-54,Southern HSCT,1
Male Breast Cancer,All,25-year,0-54,Western HSCT,1
Male Breast Cancer,All,25-year,55-64,Belfast HSCT,4
Male Breast Cancer,All,25-year,55-64,Northern HSCT,4
Male Breast Cancer,All,25-year,55-64,South Eastern HSCT,3
Male Breast Cancer,All,25-year,55-64,Southern HSCT,4
Male Breast Cancer,All,25-year,55-64,Western HSCT,1
Male Breast Cancer,All,25-year,65-74,Belfast HSCT,5
Male Breast Cancer,All,25-year,65-74,Northern HSCT,6
Male Breast Cancer,All,25-year,65-74,South Eastern HSCT,4
Male Breast Cancer,All,25-year,65-74,Southern HSCT,2
Male Breast Cancer,All,25-year,65-74,Western HSCT,1
Male Breast Cancer,All,25-year,75+,Belfast HSCT,12
Male Breast Cancer,All,25-year,75+,Northern HSCT,12
Male Breast Cancer,All,25-year,75+,South Eastern HSCT,8
Male Breast Cancer,All,25-year,75+,Southern HSCT,8
Male Breast Cancer,All,25-year,75+,Western HSCT,4
Oesophageal Cancer,All,25-year,0-54,Belfast HSCT,7
Oesophageal Cancer,All,25-year,0-54,Northern HSCT,11
Oesophageal Cancer,All,25-year,0-54,South Eastern HSCT,10
Oesophageal Cancer,All,25-year,0-54,Southern HSCT,9
Oesophageal Cancer,All,25-year,0-54,Western HSCT,9
Oesophageal Cancer,All,25-year,55-64,Belfast HSCT,23
Oesophageal Cancer,All,25-year,55-64,Northern HSCT,35
Oesophageal Cancer,All,25-year,55-64,South Eastern HSCT,31
Oesophageal Cancer,All,25-year,55-64,Southern HSCT,26
Oesophageal Cancer,All,25-year,55-64,Western HSCT,27
Oesophageal Cancer,All,25-year,65-74,Belfast HSCT,41
Oesophageal Cancer,All,25-year,65-74,Northern HSCT,64
Oesophageal Cancer,All,25-year,65-74,South Eastern HSCT,56
Oesophageal Cancer,All,25-year,65-74,Southern HSCT,47
Oesophageal Cancer,All,25-year,65-74,Western HSCT,49
Oesophageal Cancer,All,25-year,75+,Belfast HSCT,45
Oesophageal Cancer,All,25-year,75+,Northern HSCT,69
Oesophageal Cancer,All,25-year,75+,South Eastern HSCT,60
Oesophageal Cancer,All,25-year,75+,Southern HSCT,51
Oesophageal Cancer,All,25-year,75+,Western HSCT,53
Oral Cancer,All,25-year,0-54,Belfast HSCT,59
Oral Cancer,All,25-year,0-54,Northern HSCT,68
Oral Cancer,All,25-year,0-54,South Eastern HSCT,62
Oral Cancer,All,25-year,0-54,Southern HSCT,55
Oral Cancer,All,25-year,0-54,Western HSCT,53
Oral Cancer,All,25-year,55-64,Belfast HSCT,96
Oral Cancer,All,25-year,55-64,Northern HSCT,110
Oral Cancer,All,25-year,55-64,South Eastern HSCT,100
Oral Cancer,All,25-year,55-64,Southern HSCT,89
Oral Cancer,All,25-year,55-64,Western HSCT,84
Oral Cancer,All,25-year,65-74,Belfast HSCT,96
Oral Cancer,All,25-year,65-74,Northern HSCT,113
Oral Cancer,All,25-year,65-74,South Eastern HSCT,103
Oral Cancer,All,25-year,65-74,Southern HSCT,91
Oral Cancer,All,25-year,65-74,Western HSCT,88
Oral Cancer,All,25-year,75+,Belfast HSCT,72
Oral Cancer,All,25-year,75+,Northern HSCT,83
Oral Cancer,All,25-year,75+,South Eastern HSCT,76
Oral Cancer,All,25-year,75+,Southern HSCT,67
Oral Cancer,All,25-year,75+,Western HSCT,66
Ovarian Cancer,All,25-year,0-54,Belfast HSCT,89
Ovarian Cancer,All,25-year,0-54,Northern HSCT,123
Ovarian Cancer,All,25-year,0-54,South Eastern HSCT,104
Ovarian Cancer,All,25-year,0-54,Southern HSCT,96
Ovarian Cancer,All,25-year,0-54,Western HSCT,74
Ovarian Cancer,All,25-year,55-64,Belfast HSCT,83
Ovarian Cancer,All,25-year,55-64,Northern HSCT,121
Ovarian Cancer,All,25-year,55-64,South Eastern HSCT,96
Ovarian Cancer,All,25-year,55-64,Southern HSCT,88
Ovarian Cancer,All,25-year,55-64,Western HSCT,62
Ovarian Cancer,All,25-year,65-74,Belfast HSCT,75
Ovarian Cancer,All,25-year,65-74,Northern HSCT,95
Ovarian Cancer,All,25-year,65-74,South Eastern HSCT,87
Ovarian Cancer,All,25-year,65-74,Southern HSCT,87
Ovarian Cancer,All,25-year,65-74,Western HSCT,61
Ovarian Cancer,All,25-year,75+,Belfast HSCT,78
Ovarian Cancer,All,25-year,75+,Northern HSCT,104
Ovarian Cancer,All,25-year,75+,South Eastern HSCT,88
Ovarian Cancer,All,25-year,75+,Southern HSCT,74
Ovarian Cancer,All,25-year,75+,Western HSCT,69
Pancreatic Cancer,All,25-year,0-54,Belfast HSCT,7
Pancreatic Cancer,All,25-year,0-54,Northern HSCT,10
Pancreatic Cancer,All,25-year,0-54,South Eastern HSCT,10
Pancreatic Cancer,All,25-year,0-54,Southern HSCT,8
Pancreatic Cancer,All,25-year,0-54,Western HSCT,7
Pancreatic Cancer,All,25-year,55-64,Belfast HSCT,12
Pancreatic Cancer,All,25-year,55-64,Northern HSCT,16
Pancreatic Cancer,All,25-year,55-64,South Eastern HSCT,16
Pancreatic Cancer,All,25-year,55-64,Southern HSCT,13
Pancreatic Cancer,All,25-year,55-64,Western HSCT,11
Pancreatic Cancer,All,25-year,65-74,Belfast HSCT,22
Pancreatic Cancer,All,25-year,65-74,Northern HSCT,31
Pancreatic Cancer,All,25-year,65-74,South Eastern HSCT,29
Pancreatic Cancer,All,25-year,65-74,Southern HSCT,25
Pancreatic Cancer,All,25-year,65-74,Western HSCT,21
Pancreatic Cancer,All,25-year,75+,Belfast HSCT,21
Pancreatic Cancer,All,25-year,75+,Northern HSCT,29
Pancreatic Cancer,All,25-year,75+,South Eastern HSCT,28
Pancreatic Cancer,All,25-year,75+,Southern HSCT,24
Pancreatic Cancer,All,25-year,75+,Western HSCT,20
Prostate Cancer,All,25-year,0-54,Belfast HSCT,27
Prostate Cancer,All,25-year,0-54,Northern HSCT,51
Prostate Cancer,All,25-year,0-54,South Eastern HSCT,37
Prostate Cancer,All,25-year,0-54,Southern HSCT,34
Prostate Cancer,All,25-year,0-54,Western HSCT,31
Prostate Cancer,All,25-year,55-64,Belfast HSCT,216
Prostate Cancer,All,25-year,55-64,Northern HSCT,435
Prostate Cancer,All,25-year,55-64,South Eastern HSCT,325
Prostate Cancer,All,25-year,55-64,Southern HSCT,279
Prostate Cancer,All,25-year,55-64,Western HSCT,267
Prostate Cancer,All,25-year,65-74,Belfast HSCT,689
Prostate Cancer,All,25-year,65-74,Northern HSCT,1300
Prostate Cancer,All,25-year,65-74,South Eastern HSCT,971
Prostate Cancer,All,25-year,65-74,Southern HSCT,796
Prostate Cancer,All,25-year,65-74,Western HSCT,794
Prostate Cancer,All,25-year,75+,Belfast HSCT,955
Prostate Cancer,All,25-year,75+,Northern HSCT,1830
Prostate Cancer,All,25-year,75+,South Eastern HSCT,1365
Prostate Cancer,All,25-year,75+,Southern HSCT,1135
Prostate Cancer,All,25-year,75+,Western HSCT,1116
Stomach Cancer,All,25-year,0-54,Belfast HSCT,13
Stomach Cancer,All,25-year,0-54,Northern HSCT,8
Stomach Cancer,All,25-year,0-54,South Eastern HSCT,9
Stomach Cancer,All,25-year,0-54,Southern HSCT,7
Stomach Cancer,All,25-year,0-54,Western HSCT,10
Stomach Cancer,All,25-year,55-64,Belfast HSCT,17
Stomach Cancer,All,25-year,55-64,Northern HSCT,20
Stomach Cancer,All,25-year,55-64,South Eastern HSCT,14
Stomach Cancer,All,25-year,55-64,Southern HSCT,15
Stomach Cancer,All,25-year,55-64,Western HSCT,18
Stomach Cancer,All,25-year,65-74,Belfast HSCT,26
Stomach Cancer,All,25-year,65-74,Northern HSCT,31
Stomach Cancer,All,25-year,65-74,South Eastern HSCT,26
Stomach Cancer,All,25-year,65-74,Southern HSCT,24
Stomach Cancer,All,25-year,65-74,Western HSCT,29
Stomach Cancer,All,25-year,75+,Belfast HSCT,71
Stomach Cancer,All,25-year,75+,Northern HSCT,79
Stomach Cancer,All,25-year,75+,South Eastern HSCT,63
Stomach Cancer,All,25-year,75+,Southern HSCT,59
Stomach Cancer,All,25-year,75+,Western HSCT,72
Uterine Cancer,All,25-year,0-54,Belfast HSCT,37
Uterine Cancer,All,25-year,0-54,Northern HSCT,57
Uterine Cancer,All,25-year,0-54,South Eastern HSCT,47
Uterine Cancer,All,25-year,0-54,Southern HSCT,49
Uterine Cancer,All,25-year,0-54,Western HSCT,39
Uterine Cancer,All,25-year,55-64,Belfast HSCT,108
Uterine Cancer,All,25-year,55-64,Northern HSCT,168
Uterine Cancer,All,25-year,55-64,South Eastern HSCT,140
Uterine Cancer,All,25-year,55-64,Southern HSCT,145
Uterine Cancer,All,25-year,55-64,Western HSCT,115
Uterine Cancer,All,25-year,65-74,Belfast HSCT,154
Uterine Cancer,All,25-year,65-74,Northern HSCT,240
Uterine Cancer,All,25-year,65-74,South Eastern HSCT,197
Uterine Cancer,All,25-year,65-74,Southern HSCT,207
Uterine Cancer,All,25-year,65-74,Western HSCT,163
Uterine Cancer,All,25-year,75+,Belfast HSCT,178
Uterine Cancer,All,25-year,75+,Northern HSCT,278
Uterine Cancer,All,25-year,75+,South Eastern HSCT,230
Uterine Cancer,All,25-year,75+,Southern HSCT,240
Uterine Cancer,All,25-year,75+,Western HSCT,188
